Country_A,Country_B,Conflict_Type,Year,Duration_Days,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,Total Deaths,Total GDP,Conflict_Intensity
Israel,Australia,Proxy War,1959,1977,136.18,14.8,1293.1,Desert,1175.9,534.7,,,Mixed,1009,56,Yes,5.3,No,Victory_B,13.469,-9.289,Temperate,Water,Yes,175572,33669.1,88.80728376
Japan,Australia,Civil War,1965,1044,171.1,32.6,1841,Forest,887.1,1022.9,NATO,NATO,Cyber,3218,54,Yes,8.72,Yes,Victory_A,51.565,92.008,Temperate,,Yes,181288,26090.7,173.6475096
USA,Japan,Skirmish,1986,1905,465.38,-6.6,1350.9,Forest,233.8,298.9,,Regional,Nuclear,4150,82,Yes,17.83,No,Victory_A,30.938,37.163,Temperate,Land,No,184257,39146,96.72283465
Ukraine,Japan,Proxy War,1981,1585,289.3,-8.1,965.6,Mountain,456.4,526.1,Regional,Regional,Conventional,2812,105,No,11.59,No,Stalemate,-14.946,-146.052,Temperate,,Yes,219148,40425.9,138.2637224
Germany,UK,Skirmish,1996,1002,89.56,-3,232,Mountain,1107.7,1275,Regional,Regional,Cyber,3740,85,No,9.89,Yes,Victory_A,-31.96,15.454,Arid,Water,No,164841,26100.4,164.511976
Japan,Canada,Skirmish,2021,1671,331.88,18.9,1368.2,Forest,241.8,161.3,,NATO,Conventional,4976,166,No,10.85,Yes,Victory_A,22.861,14.478,Tropical,,No,135426,39338,81.0448833
Brazil,USA,Civil War,1992,1565,495.38,8,2455.2,Mountain,967.8,1043.7,Regional,NATO,Conventional,4038,75,Yes,16.68,No,Victory_B,-15.774,77.655,Temperate,Oil,No,219049,20328.4,139.9674121
Australia,USA,Civil War,1985,1584,411.74,27.1,51.1,Urban,789.4,983.8,Regional,NATO,Conventional,3834,182,No,13.56,No,Victory_B,-19.44,-64.113,Arid,Land,Yes,162592,14007.7,102.6464646
Germany,Germany,War,1975,1501,372.9,-6.8,1746.3,Plains,207.3,183.6,Regional,,Nuclear,1799,157,No,18.55,Yes,Stalemate,60.614,129.835,Arid,Water,No,231915,30226.1,154.5069953
Russia,China,Proxy War,1959,269,104.1,-1.2,2642.3,Forest,964.7,964.2,,NATO,Cyber,2884,103,No,11.63,No,Victory_B,-33.182,44.137,Polar,Oil,Yes,103433,13430.9,384.5092937
Brazil,Brazil,Proxy War,1980,1027,438.08,3.5,652.6,Forest,200.1,798.1,Regional,Regional,Nuclear,1322,169,No,3.92,No,Victory_B,26.086,-165.837,Temperate,,No,162694,37792.8,158.4167478
Japan,Israel,Proxy War,1978,770,262.94,18.2,549.8,Desert,558.4,403.2,,Regional,Conventional,2609,132,Yes,0.37,Yes,Victory_A,67.218,74.461,Tropical,Oil,No,67035,15365,87.05844156
USA,Japan,Cold Conflict,1954,16,444.66,20.8,2316.8,Mountain,432.7,436.3,,NATO,Mixed,724,100,Yes,6.34,No,Victory_B,21.919,146.508,Polar,Water,Yes,73641,34778.4,4602.5625
Ukraine,Israel,Skirmish,1950,606,164.98,-4.4,765.3,Forest,966.3,1166.4,Regional,NATO,Nuclear,2411,172,Yes,1.25,Yes,Victory_A,-1.298,65.933,Temperate,Land,No,246798,31587,407.2574257
Japan,India,Civil War,1952,1382,31.12,32.5,576,Forest,1095.5,324.2,,Regional,Mixed,1315,191,Yes,8.14,No,Victory_A,-83.646,-43.201,Polar,Land,Yes,261530,23890,189.2402315
Iran,UK,Proxy War,2016,1670,238.04,5.3,1134,Urban,236.5,718.4,,NATO,Conventional,1412,31,Yes,3.76,Yes,Victory_B,32.683,32.634,Tropical,Water,Yes,138877,16247.2,83.15988024
Turkey,Australia,War,2020,813,134.99,22.1,1177.5,Mountain,1137,953.9,Regional,,Mixed,4848,97,Yes,8.1,Yes,Victory_B,89.555,-118.297,Tropical,Land,No,185816,25900.5,228.5559656
Germany,Brazil,Proxy War,1984,1863,357.64,13.6,2622.3,Plains,11.1,182.7,Regional,NATO,Nuclear,3542,11,No,7.98,Yes,Victory_A,55.517,36.452,Temperate,Oil,Yes,161345,34520.2,86.60493827
Germany,Russia,Skirmish,1964,1157,478.56,0,1855.3,Urban,742.6,1305.4,,Regional,Cyber,1554,106,No,5.53,Yes,Stalemate,24.204,0.357,Tropical,Water,Yes,253336,30253.6,218.9593777
Ukraine,UK,Skirmish,2016,1336,345.52,28.1,1217.9,Plains,724,365.6,NATO,Regional,Mixed,425,65,Yes,13.06,No,Victory_B,-5.554,-170.583,Tropical,,Yes,68136,14469.3,51
India,Russia,Civil War,1979,1991,443.48,26.8,1603.2,Desert,873.7,447.1,NATO,NATO,Nuclear,3949,51,No,8.67,Yes,Victory_A,-49.622,-64.12,Tropical,Land,No,95746,27557.3,48.08940231
USA,Ukraine,Cold Conflict,2024,482,226.57,7.8,2861.9,Forest,336.3,932.9,NATO,Regional,Cyber,4494,198,No,17.87,No,Victory_A,34.58,-111.151,Temperate,,No,169144,8169.6,350.9211618
Canada,Canada,Civil War,1992,895,385.84,16.5,339.6,Urban,14.8,110.4,NATO,NATO,Conventional,303,31,Yes,1.52,Yes,Victory_B,-58.086,-39.365,Polar,Land,No,172654,17741,192.9094972
Brazil,Russia,Proxy War,2009,1568,421.54,1.6,623.1,Plains,637.2,879,,Regional,Cyber,103,162,No,8.21,Yes,Victory_A,69.669,-92.94,Polar,Land,No,237922,17231.6,151.7359694
China,Russia,War,1989,1329,355.47,21,2887.6,Mountain,100.9,1282.5,Regional,Regional,Conventional,363,133,Yes,15.52,Yes,Victory_B,-26.282,120.33,Polar,Water,Yes,246614,16861.4,185.5635816
Ukraine,Israel,Civil War,2014,269,253.94,3.9,2872,Desert,1249.2,349.5,NATO,Regional,Nuclear,4662,21,No,9.89,No,Stalemate,-18.037,71.166,Polar,Water,Yes,181249,29591,673.7881041
USA,Ukraine,Cold Conflict,1978,414,312.97,28,531.5,Desert,244,507.3,Regional,NATO,Nuclear,2847,174,Yes,19.32,Yes,Stalemate,-51.113,86.441,Polar,Oil,No,220114,31762,531.6763285
China,France,Civil War,2023,25,350.28,-0.2,435.3,Forest,595.9,326,NATO,NATO,Cyber,2723,140,Yes,3.5,No,Victory_A,-3.301,-50.088,Polar,,No,164688,34768.2,6587.52
USA,Turkey,Skirmish,1968,316,126.62,-9.3,1263.3,Forest,608.2,1146.5,NATO,NATO,Nuclear,3948,22,Yes,6.32,Yes,Victory_B,32.482,-178.759,Polar,,Yes,171022,16097.7,541.2088608
USA,France,Proxy War,1952,571,404.81,2.1,149.2,Plains,774.5,235.5,NATO,,Nuclear,1108,171,No,2.32,No,Victory_B,-35.5,-101.105,Tropical,Water,Yes,112351,28033.1,196.7618214
Japan,France,Proxy War,1985,725,475.17,-1.4,1964.7,Plains,1095.8,485.9,Regional,,Conventional,2415,8,No,4.93,No,Stalemate,36.331,91.907,Polar,Water,Yes,135797,24417.5,187.3062069
Israel,Canada,Proxy War,1992,1692,232.67,12.9,232.5,Desert,661.5,841.8,Regional,,Nuclear,1897,105,No,13.45,No,Stalemate,21.705,37.021,Tropical,,Yes,201719,29006.1,119.2192671
Iran,Brazil,Proxy War,1964,1008,350.56,-0.8,174.1,Plains,37,567,NATO,Regional,Mixed,4820,58,No,9.74,No,Victory_B,-22.97,13.888,Arid,,No,247187,33893,245.2251984
USA,UK,Proxy War,1990,1850,368.54,24.3,1455.6,Forest,1079.8,92.6,Regional,Regional,Conventional,714,116,Yes,3.24,No,Victory_A,-33.695,-79.013,Temperate,Land,Yes,151319,27825.4,81.79405405
Israel,UK,Proxy War,1985,1300,331.16,0.9,2873.4,Desert,116,1326.9,NATO,NATO,Mixed,2872,100,Yes,9.49,No,Victory_B,65.039,-152.733,Tropical,Land,Yes,193979,47880.9,149.2146154
India,Iran,War,1982,1954,273.6,21.8,1280.4,Desert,898.5,473.7,,Regional,Cyber,1202,29,No,16.95,Yes,Victory_A,-87.852,102.552,Temperate,Water,No,280543,18432.6,143.573695
Canada,India,Cold Conflict,1954,389,440.84,16,1069.4,Mountain,1125,624.5,Regional,,Mixed,91,83,No,8.8,No,Victory_A,38.863,-166.084,Temperate,,Yes,160564,24799.2,412.7609254
Germany,France,Proxy War,1963,722,224.52,34.4,2993.9,Mountain,396.5,235.4,NATO,,Nuclear,1523,43,No,0.26,Yes,Victory_B,-14.894,-158.711,Arid,Land,No,169233,26265.4,234.3947368
France,Canada,Cold Conflict,2017,444,30.65,35,1595.9,Plains,629.3,1211.6,,NATO,Cyber,4719,176,Yes,1.1,Yes,Victory_B,39.185,-73.823,Polar,Land,No,160696,24730,361.9279279
China,India,Proxy War,1996,999,422.29,29.1,1125.7,Plains,21.1,408.7,,Regional,Nuclear,3979,15,No,8.76,No,Stalemate,1.352,26.256,Arid,,No,138231,12947.5,138.3693694
Germany,Turkey,Civil War,2003,1451,337.02,24.2,1157.6,Forest,1125.6,28.7,NATO,Regional,Cyber,168,120,Yes,11.86,No,Stalemate,-74.905,177.202,Tropical,,Yes,141599,33988.5,97.58718125
France,China,Proxy War,1953,1081,424.64,7.4,584.9,Forest,984.9,443.6,,,Cyber,1319,73,No,17.73,Yes,Stalemate,86.769,-147.369,Tropical,Water,Yes,81137,32796.4,75.0573543
Canada,India,Skirmish,1958,697,69.36,23.9,1536.7,Mountain,324.7,1377.7,,NATO,Conventional,2240,83,No,19.64,Yes,Victory_A,-74.512,-9.659,Tropical,,No,42932,40607.5,61.5954089
Iran,Israel,War,2002,971,15.47,33.1,1316.6,Desert,546.9,206.4,NATO,,Mixed,869,180,No,19.61,No,Stalemate,-61.482,36.631,Temperate,Water,No,214137,43973.7,220.5324408
Canada,Israel,Civil War,2009,1590,467.19,-8.9,812.4,Urban,973.7,44.7,,Regional,Nuclear,2766,129,No,11.16,Yes,Victory_B,-14.34,116.318,Polar,Land,Yes,207350,33443.7,130.408805
China,Brazil,Civil War,1995,721,73.95,14.2,481.6,Urban,502.1,809.9,,,Cyber,3357,66,Yes,0.71,Yes,Victory_A,80.032,68.261,Polar,Oil,Yes,90034,34255.9,124.8737864
Turkey,Japan,Skirmish,2003,368,404.85,-0.2,933.7,Plains,228.2,521,NATO,,Conventional,3287,41,Yes,4.27,No,Stalemate,-37.247,110.787,Polar,Oil,Yes,168269,24995.6,457.2527174
China,Russia,Proxy War,2023,1965,411.62,15.1,1526,Urban,726.4,1113.2,NATO,Regional,Cyber,974,191,Yes,8.69,Yes,Victory_B,12.359,8.089,Arid,,Yes,138137,31659.6,70.29872774
Canada,France,War,1986,342,354.38,11,175,Urban,1013.3,1024.9,,Regional,Mixed,4456,135,Yes,17.59,No,Victory_B,3.859,-23.771,Arid,Water,No,80286,23960.5,234.754386
France,Iran,Civil War,1972,1829,65.72,15.9,461.2,Mountain,449.8,260.4,Regional,Regional,Cyber,4138,72,Yes,0.43,No,Stalemate,-30.573,42.742,Tropical,Oil,Yes,108842,30602.7,59.50902132
Ukraine,Ukraine,War,1976,1876,333.73,14.8,2843,Desert,171.4,790.9,NATO,,Mixed,2228,91,No,10.19,Yes,Victory_B,35.34,144.313,Polar,Land,Yes,15676,22238.5,8.356076759
USA,Iran,Civil War,2019,304,444.55,33.2,1628.6,Forest,1161.5,46.4,Regional,,Cyber,2558,148,No,13.07,Yes,Victory_B,0.263,18.305,Polar,Land,Yes,168924,26186,555.6710526
Brazil,Japan,Proxy War,2015,764,212.82,14.8,190.3,Mountain,354.7,615.8,NATO,,Mixed,2509,114,No,5.76,Yes,Victory_B,14.092,38.014,Arid,Water,No,165733,31843.6,216.9280105
Australia,Australia,Civil War,2010,1398,206.82,28.1,2079.3,Forest,718.4,1000,Regional,NATO,Nuclear,2333,96,Yes,6.31,No,Stalemate,-52.172,-58.329,Temperate,Oil,Yes,246229,30019.8,176.1294707
Israel,India,Civil War,2000,1974,221.48,4.4,185.4,Mountain,968.2,581.5,NATO,NATO,Mixed,1320,187,Yes,7.77,Yes,Victory_B,76.779,34.604,Polar,Land,No,80833,36384.2,40.94883485
Russia,Canada,Cold Conflict,1999,816,41.23,9.7,2216.6,Mountain,444.6,166,,Regional,Mixed,1579,33,No,5.49,Yes,Victory_A,-70.097,45.995,Tropical,Land,No,70578,33949.9,86.49264706
Australia,Turkey,Proxy War,1968,112,446.02,11.2,2249.9,Urban,908.4,87.1,,NATO,Nuclear,1908,131,Yes,8.74,No,Victory_B,34.248,91.233,Polar,,No,195578,15087.2,1746.232143
Germany,Russia,Skirmish,1950,878,434.6,2.5,1953.2,Forest,644.1,1195.3,Regional,Regional,Mixed,1784,116,No,3.16,Yes,Victory_B,69.461,25.984,Arid,Oil,Yes,219562,28754.8,250.070615
Japan,UK,Skirmish,1989,1030,498.95,7.1,2196.6,Mountain,799,1248,Regional,,Cyber,1915,61,No,3.99,Yes,Stalemate,-74.876,-108.882,Polar,,No,177655,41216.3,172.4805825
Germany,USA,Proxy War,1981,930,292.63,16.9,263.9,Urban,827.2,481,NATO,Regional,Cyber,2980,95,No,0.74,No,Victory_B,-84.825,29.493,Tropical,Land,No,171548,20260.5,184.4602151
Japan,Russia,Skirmish,1971,703,375.62,16.1,2180.3,Plains,1154,230.7,NATO,,Cyber,256,75,Yes,8.23,No,Stalemate,-30.032,-72.766,Temperate,Land,No,139274,38283.1,198.113798
France,Turkey,Proxy War,2015,846,101.42,18.6,410.1,Forest,919.2,1370.1,Regional,Regional,Nuclear,1240,1,Yes,14.15,Yes,Stalemate,52.191,-148.563,Temperate,Oil,Yes,147472,27615.4,174.3167849
Turkey,Brazil,Skirmish,1989,944,333.8,5.8,1018.5,Mountain,370.8,764.7,Regional,NATO,Mixed,2569,126,Yes,10.12,No,Stalemate,39.126,117.156,Tropical,Oil,No,150991,21534.1,159.9480932
Japan,Australia,Cold Conflict,1987,279,324.9,4.2,2828.2,Plains,84.4,667.8,,,Mixed,749,177,Yes,10.61,Yes,Stalemate,57.988,-156.214,Tropical,Water,No,228350,19499.5,818.4587814
China,Brazil,Skirmish,1997,382,450.61,17.5,1508.6,Urban,3.8,1038.5,Regional,,Cyber,3322,111,No,9,No,Victory_B,-18.45,47.413,Polar,Oil,Yes,175515,20719.9,459.4633508
Ukraine,Turkey,Civil War,2004,1876,415.41,-4,2902.3,Mountain,1266.3,237.2,,,Mixed,3286,116,No,11.7,No,Victory_B,88.877,175.858,Polar,Water,No,178849,17255.8,95.33528785
Brazil,Israel,Proxy War,2024,13,469.24,1.4,266.8,Urban,1319,812.4,Regional,NATO,Cyber,4752,25,No,4.59,No,Stalemate,-24.101,-148.457,Arid,,No,67942,17104.1,5226.307692
Brazil,India,War,2004,303,434.43,-8.1,1432.7,Urban,132.7,1246.3,,NATO,Cyber,733,84,Yes,4.15,Yes,Stalemate,54.969,-100.753,Temperate,Oil,No,195031,13554.1,643.6666667
China,China,War,2000,1580,434.36,-6.7,187.2,Urban,682.4,33.3,,NATO,Cyber,2386,107,Yes,18.84,No,Stalemate,-26.855,93.89,Temperate,,Yes,229364,35041.8,145.1670886
Ukraine,Israel,Proxy War,2009,1641,31.96,1,1890.6,Forest,213.1,942.4,,,Nuclear,4323,164,Yes,9.01,No,Stalemate,-50.68,-145.118,Tropical,,Yes,175358,7011.2,106.8604509
Iran,Brazil,Cold Conflict,1957,160,423,-9.1,236.1,Plains,1328.3,772.4,NATO,Regional,Conventional,1259,54,No,16.54,No,Victory_B,-29.4,119.781,Arid,Water,No,235755,14072.4,1473.46875
India,Brazil,Skirmish,2017,154,303.78,1,526.1,Plains,346.3,1331.2,,Regional,Conventional,2413,99,Yes,18.34,No,Victory_A,-55.318,-179.903,Polar,Land,Yes,262790,18527.7,1706.428571
Iran,Canada,Cold Conflict,2024,754,190.28,19.5,776.5,Desert,702.8,362.9,Regional,NATO,Mixed,2905,17,Yes,12.3,Yes,Victory_B,-66.76,140.381,Tropical,Water,Yes,181191,31652.2,240.306366
Turkey,India,War,2021,181,28.35,-7.3,2246.2,Mountain,232.7,1202.6,Regional,Regional,Cyber,2496,23,Yes,5.98,No,Stalemate,-24.486,-155.944,Tropical,Water,No,224879,17503.5,1242.425414
Australia,Russia,Proxy War,1958,1550,338.87,9.7,491.9,Urban,466.5,433.3,Regional,,Conventional,2554,29,No,13.6,Yes,Stalemate,-63.577,151.913,Tropical,,No,165273,25079.4,106.6277419
Turkey,China,Proxy War,1951,1204,164.17,31.1,2539.9,Mountain,374.3,602.4,NATO,,Conventional,3704,16,No,8.62,Yes,Stalemate,0.419,131.238,Temperate,Land,No,183265,18429,152.2134551
France,Japan,Cold Conflict,2019,377,233.94,25.6,395.7,Plains,666.1,299.4,,NATO,Mixed,2109,41,No,19.46,No,Stalemate,-83.626,14.243,Polar,Oil,No,183802,19534.3,487.5384615
Australia,USA,Cold Conflict,2008,1828,340.9,3.7,105.7,Plains,588.3,1209.2,NATO,NATO,Nuclear,3402,80,No,16.23,Yes,Victory_A,-12.361,100.062,Polar,Oil,No,189707,33386,103.7784464
India,France,Skirmish,1968,776,455.9,31.6,1185.1,Urban,463.8,274.4,,Regional,Mixed,4282,107,Yes,16.3,No,Stalemate,82.441,-153.044,Tropical,,No,193003,26759.5,248.7152062
India,UK,Civil War,1977,1192,412.74,4.8,2938.3,Forest,149.1,1202.8,Regional,Regional,Mixed,1528,139,No,11.77,Yes,Victory_A,-25.408,-131.347,Tropical,Water,No,165040,28022.3,138.4563758
Germany,Brazil,Civil War,2021,1238,225.35,-6.7,331,Urban,678.8,638.4,,Regional,Cyber,850,26,Yes,0.17,No,Victory_B,-65.225,-47.057,Arid,Oil,Yes,116799,33255.3,94.34491115
Canada,India,Skirmish,1963,1174,193.95,34.7,305.2,Urban,1190.4,1169.3,NATO,NATO,Nuclear,2301,182,No,16.64,Yes,Victory_A,-35.065,13.485,Polar,Water,No,166417,32931.7,141.7521295
Germany,France,Civil War,1973,16,119.97,29.2,2253.5,Desert,1022.6,371,NATO,NATO,Mixed,4674,3,No,0.51,Yes,Victory_B,52.43,132.557,Tropical,Land,No,133596,4611.5,8349.75
Canada,Israel,War,1993,1115,186.28,11,936.5,Forest,1009.1,186.7,NATO,NATO,Conventional,4409,162,No,2.45,No,Victory_A,-33.541,15.365,Arid,Oil,Yes,113128,18536.8,101.4600897
Turkey,UK,Civil War,2005,1144,55.61,20,2151.8,Mountain,513.2,777.4,NATO,,Conventional,3623,192,Yes,16.77,No,Stalemate,-20.971,59.474,Tropical,Oil,No,94765,39447.6,82.83653846
Russia,Turkey,Skirmish,2000,1980,485.56,20.2,600,Forest,992.1,713.7,Regional,Regional,Mixed,3295,75,No,4.38,Yes,Victory_A,51.982,64.758,Temperate,Oil,No,94291,32080.8,47.62171717
Turkey,Iran,Civil War,1981,253,287,-1.2,1380.2,Urban,652.3,499.9,NATO,NATO,Cyber,4526,156,No,16.82,Yes,Stalemate,-43.099,135.925,Tropical,,No,97051,16010.5,383.6007905
Japan,UK,Proxy War,1999,1084,63.99,-1,795.9,Urban,211.2,928.3,NATO,NATO,Cyber,1379,71,Yes,4.73,No,Victory_A,-3.908,99.632,Temperate,Land,No,106125,26012.4,97.90129151
Ukraine,Iran,Cold Conflict,1990,1290,176.47,11.1,1354.6,Urban,587.3,134.1,NATO,NATO,Mixed,3498,199,Yes,15.41,Yes,Victory_B,-78.63,171.731,Polar,Water,No,73152,32327.3,56.70697674
Canada,Japan,War,2015,1433,273.56,31,2307.3,Urban,186.7,871.2,Regional,Regional,Nuclear,1415,75,No,10.84,Yes,Victory_A,-58.667,-172.795,Tropical,Water,No,185574,36199.5,129.5003489
Iran,Japan,Proxy War,1974,31,266.49,-9.6,2286,Urban,161.2,297.2,,Regional,Cyber,2269,163,Yes,13.42,Yes,Victory_A,-52.299,-105.182,Polar,Land,Yes,61010,13653.4,1968.064516
Australia,Israel,Proxy War,2010,1045,17.85,25.2,1547.3,Forest,33.3,181.4,Regional,,Conventional,2807,33,No,16.76,No,Victory_B,-6.555,154.96,Polar,Water,Yes,101555,32475.4,97.18181818
China,Japan,Skirmish,2015,731,475.43,-7.4,2785.1,Urban,396.7,1273.5,Regional,,Nuclear,1799,35,No,19.68,Yes,Victory_A,57.776,105.199,Polar,,Yes,259178,19710.5,354.5526676
Germany,Ukraine,Cold Conflict,1991,1617,137.76,11.5,791.4,Plains,463.9,644.3,Regional,,Mixed,3608,182,Yes,1.71,No,Victory_B,-26.188,-83.749,Temperate,Water,Yes,178544,43048.4,110.4168213
Ukraine,Germany,Cold Conflict,2014,289,8.19,18.7,720.9,Plains,979.5,1069,,,Nuclear,2813,3,No,13.71,No,Victory_A,-21.512,170.729,Polar,,No,245213,17171.9,848.4878893
France,Germany,War,1985,1567,38.31,20.9,1841.4,Desert,753.7,125.7,NATO,NATO,Cyber,2002,10,Yes,19.17,Yes,Victory_B,-35.819,133.157,Polar,,Yes,242761,8649.9,154.9208679
Ukraine,UK,Skirmish,1958,498,290.14,-7.4,1863.9,Mountain,1202,81.4,Regional,,Cyber,2119,58,No,7.48,No,Victory_B,-32.312,-156.723,Temperate,Land,No,205423,27038.2,412.4959839
Israel,Japan,War,1985,1770,68.98,8.8,139.6,Plains,247.9,693.3,NATO,NATO,Conventional,455,2,No,6.67,No,Stalemate,-17.369,112.072,Tropical,,No,85926,31932.6,48.54576271
Japan,Canada,Civil War,1987,1498,20.96,16.3,1823.3,Desert,373.1,442.5,NATO,NATO,Mixed,3146,11,No,13.6,No,Victory_B,71.893,102.416,Polar,Oil,Yes,101261,40534.7,67.59746328
Israel,Brazil,Proxy War,1982,1429,189.88,-7,1123.3,Forest,1317.6,7.9,,Regional,Nuclear,4705,112,No,8.04,No,Victory_B,-85.612,-100.385,Arid,,Yes,146196,24286.4,102.306508
Russia,France,War,1991,548,311.42,-3.9,2242.3,Mountain,622.2,257.4,,NATO,Nuclear,2884,72,Yes,4.29,No,Stalemate,22.425,60.929,Temperate,Water,No,161320,37710.3,294.379562
Canada,France,Proxy War,2010,961,56.01,19.9,2424.3,Urban,1104.9,307.1,Regional,Regional,Nuclear,938,148,Yes,3.23,No,Stalemate,69.783,169.281,Temperate,Land,No,143498,17135.4,149.3215401
Russia,Germany,Skirmish,1995,132,156.73,13.5,1656.5,Urban,689.5,404.6,,,Nuclear,1684,149,No,3.85,No,Victory_B,-14.947,63.313,Tropical,Water,Yes,70061,19494.4,530.7651515
France,UK,Civil War,2010,1348,208.94,-2.7,5.1,Forest,660,1228.7,,,Conventional,2565,145,Yes,14.09,No,Stalemate,27.164,112.955,Arid,Oil,No,224549,19601.8,166.5793769
Iran,Israel,Skirmish,1967,858,79.81,14.1,1909.1,Mountain,208.2,589.4,,Regional,Conventional,3409,5,Yes,18.37,Yes,Victory_B,15.429,-144.221,Temperate,,No,113179,5503.9,131.9102564
India,India,Civil War,2019,1156,253.09,31.1,2246.6,Plains,1191.8,951.5,NATO,Regional,Conventional,2085,88,No,16.12,No,Victory_B,-29.046,81.885,Tropical,Oil,No,176875,32550.1,153.0060554
Israel,Russia,Civil War,1964,521,42.7,-9.3,746.9,Mountain,110.6,26.7,,,Cyber,2366,113,No,8.96,Yes,Victory_A,-65.265,-106.288,Polar,,No,209179,29019.3,401.4952015
Brazil,Russia,Proxy War,1997,30,23.35,18.9,1393.9,Desert,435.1,1139.7,Regional,NATO,Conventional,139,108,No,10.57,No,Victory_B,-50.469,-154.132,Polar,Oil,No,260565,37022.9,8685.5
Israel,Germany,Skirmish,2021,627,259.97,-6.7,2897.2,Forest,943.2,337.2,,NATO,Conventional,426,78,Yes,12.4,No,Stalemate,-79.66,18.748,Temperate,Oil,No,131265,23959.5,209.354067
France,Turkey,Skirmish,1962,1325,124.02,-9.7,894.3,Plains,710.7,433.3,Regional,Regional,Mixed,2902,64,No,11.6,Yes,Victory_A,47.651,90.22,Tropical,Oil,Yes,255834,12130.5,193.0822642
UK,India,War,1992,4,47.78,-3.2,669.5,Mountain,1234,64.3,Regional,NATO,Mixed,2017,54,No,19.37,Yes,Victory_A,5.905,16.828,Polar,Oil,No,42451,14187.5,10612.75
France,Ukraine,Skirmish,2009,1349,212.01,9,632.6,Mountain,56,574.2,,NATO,Mixed,1218,167,No,17.73,Yes,Stalemate,51.414,155.375,Polar,Oil,No,113311,11631.5,83.99629355
Russia,Ukraine,War,2006,509,457.58,26.1,1676.4,Plains,909.5,1193.8,NATO,,Mixed,4310,81,Yes,0.87,Yes,Stalemate,-37.765,70.44,Tropical,Oil,Yes,228520,18537.8,448.9587426
Ukraine,Germany,Cold Conflict,2020,1261,362.12,2.7,2849.4,Desert,669,530.8,Regional,Regional,Conventional,1912,51,Yes,16.72,Yes,Victory_A,54.841,-137.673,Polar,,No,160919,15404.7,127.6122125
China,Russia,Cold Conflict,1966,1559,407.83,18.2,1826.1,Desert,216.9,1272.1,Regional,,Conventional,4636,119,Yes,2.28,Yes,Stalemate,-34.343,156.427,Polar,Water,No,67569,21168.3,43.34124439
Germany,Turkey,Cold Conflict,1999,16,435.97,8.5,910,Mountain,1040.8,1214.6,Regional,NATO,Cyber,3681,43,No,13.8,No,Stalemate,-68.16,-124.96,Arid,Land,Yes,42281,11244.6,2642.5625
China,India,Skirmish,1981,1558,486.32,0.5,1915.7,Urban,576.4,87.7,,NATO,Nuclear,2436,94,Yes,5.71,Yes,Victory_B,6.086,92.972,Tropical,Land,Yes,168664,41055.7,108.2567394
Russia,Turkey,Skirmish,1971,997,381.65,13.1,1874.5,Plains,744.7,428.1,Regional,,Nuclear,1452,61,Yes,15.47,No,Stalemate,80.153,-126.524,Polar,Water,Yes,86924,31967,87.18555667
Germany,Japan,War,2004,1608,304.24,25.9,1790.8,Desert,1354.2,1274.7,,NATO,Mixed,1717,83,No,0.17,Yes,Victory_B,-15.409,179.489,Arid,,No,124804,37367.4,77.61442786
UK,UK,Civil War,2006,1840,182.78,27.5,478.3,Desert,681.2,42.7,Regional,NATO,Cyber,2199,96,No,7.65,Yes,Stalemate,2.77,-60.412,Polar,,No,226702,22781.2,123.2076087
Brazil,Israel,War,1962,1470,90.9,28.1,1903.7,Desert,1152.9,1072.4,NATO,,Conventional,3174,73,Yes,0.43,No,Stalemate,-8.768,-1.465,Tropical,Land,Yes,196795,25319.8,133.8741497
Japan,France,Cold Conflict,1996,1527,343.36,5.2,1290.5,Forest,1077.6,1269.1,Regional,NATO,Nuclear,1428,156,Yes,19.07,No,Stalemate,-7.662,-11.938,Tropical,Land,No,46184,31725.4,30.24492469
Australia,Canada,War,2011,956,497.48,25.7,55.8,Urban,928.2,1078.9,,,Mixed,1311,146,Yes,0.31,Yes,Stalemate,-51.416,-143.317,Polar,Oil,No,151086,17659.5,158.039749
Russia,China,Civil War,2003,1254,233.73,-0.5,1619.3,Desert,1255.6,1041.6,,Regional,Mixed,746,155,Yes,3.11,No,Victory_A,-13.953,-2.155,Temperate,Water,Yes,151494,35231.4,120.8086124
Ukraine,Iran,Skirmish,1978,1131,361.87,23.2,2967.8,Urban,353,1180.9,Regional,NATO,Nuclear,2789,121,No,10.79,Yes,Victory_A,-0.558,-126.178,Arid,Oil,Yes,219065,42427.9,193.6914235
Canada,Iran,War,1971,1744,247.6,32.7,1049.2,Mountain,1149.3,932.4,,NATO,Nuclear,3106,122,No,12.92,Yes,Stalemate,44.075,108.713,Polar,Oil,Yes,203499,30453,116.6852064
Russia,UK,Cold Conflict,2014,1413,216.02,-9.4,2896.7,Mountain,529.5,592.9,NATO,,Nuclear,2914,146,Yes,14.58,No,Victory_A,-64.83,164.993,Temperate,Oil,Yes,151502,22460.1,107.2200991
